timestamp,open,high,low,close,volume,trade_count,vwap,id,updated_time
2015-12-01,104.85,107.15,104.5,107.12,22781868,130473,106.152694,FB,2022/03/04 18:00:51
2015-12-02,107.0,107.92,105.79,106.07,24429063,123563,106.733625,FB,2022/03/04 18:00:51
2015-12-03,106.42,106.85,103.35,104.38,23236423,140422,104.886056,FB,2022/03/04 18:00:51
2015-12-04,104.76,107.73,104.11,106.18,21224521,125169,105.52565,FB,2022/03/04 18:00:51
2015-12-07,106.48,106.83,104.66,105.61,15474890,97961,105.446576,FB,2022/03/04 18:00:51
2015-12-08,104.0,106.91,103.95,106.49,20401791,117781,106.033506,FB,2022/03/04 18:00:51
2015-12-09,106.23,106.44,103.55,104.6,23517268,146894,104.872736,FB,2022/03/04 18:00:51
2015-12-10,105.03,106.4,104.41,105.42,17454312,103891,105.597857,FB,2022/03/04 18:00:51
2015-12-11,104.1,104.34,101.91,102.12,26427727,159660,103.079889,FB,2022/03/04 18:00:51
2015-12-14,102.19,104.74,101.46,104.66,24813496,157760,103.149177,FB,2022/03/04 18:00:51
2015-12-15,105.28,105.8,104.28,104.55,21764331,127502,105.170336,FB,2022/03/04 18:00:51
2015-12-16,105.35,107.09,104.19,106.79,22680547,128021,105.71048,FB,2022/03/04 18:00:51
2015-12-17,107.68,107.75,106.13,106.22,21672286,134489,106.961431,FB,2022/03/04 18:00:51
2015-12-18,105.91,106.59,103.97,104.04,35994199,144808,104.994493,FB,2022/03/04 18:00:51
2015-12-21,104.89,105.15,103.6,104.77,16133186,90359,104.418347,FB,2022/03/04 18:00:51
2015-12-22,105.28,105.6601,104.81,105.51,14597122,92086,105.228045,FB,2022/03/04 18:00:51
2015-12-23,105.82,106.11,103.86,104.63,19599473,120994,104.728323,FB,2022/03/04 18:00:51
2015-12-24,104.74,105.32,104.5,105.02,6512134,41415,104.976253,FB,2022/03/04 18:00:51
2015-12-28,104.96,105.98,104.53,105.93,13069733,77947,105.290803,FB,2022/03/04 18:00:51
2015-12-29,106.46,107.74,106.25,107.26,17179551,103854,107.09102,FB,2022/03/04 18:00:51
2015-12-30,107.0,107.25,106.06,106.22,13115007,86238,106.575505,FB,2022/03/04 18:00:51
2015-12-31,105.96,106.17,104.62,104.66,18391064,103901,105.279975,FB,2022/03/04 18:00:51
2016-01-04,102.0,102.24,99.75,102.22,37912403,234427,101.2828,FB,2022/03/04 18:00:51
2016-01-05,102.87,103.7099,101.665,102.73,23258238,143228,102.712041,FB,2022/03/04 18:00:51
2016-01-06,101.19,103.77,100.9,102.97,25096183,152001,102.666372,FB,2022/03/04 18:00:51
2016-01-07,100.54,101.43,97.3,97.92,45172906,271752,99.371454,FB,2022/03/04 18:00:51
2016-01-08,99.86,100.5,97.0311,97.33,35402298,204301,98.918875,FB,2022/03/04 18:00:51
2016-01-11,97.9,98.6,95.39,97.51,29932385,178519,96.882819,FB,2022/03/04 18:00:51
2016-01-12,99.04,99.96,97.55,99.37,28395390,168242,99.052831,FB,2022/03/04 18:00:51
2016-01-13,100.57,100.58,95.21,95.44,33410553,197258,97.531387,FB,2022/03/04 18:00:51
2016-01-14,95.67,98.87,92.45,98.37,48658623,272683,96.058709,FB,2022/03/04 18:00:51
2016-01-15,93.78,96.38,93.54,94.97,46132781,271960,94.902707,FB,2022/03/04 18:00:51
2016-01-19,96.46,97.42,93.92,95.26,30998256,170890,95.723565,FB,2022/03/04 18:00:51
2016-01-20,92.87,95.0,89.37,94.35,59051429,336811,91.972172,FB,2022/03/04 18:00:51
2016-01-21,94.96,95.99,92.62,94.16,30518939,179888,94.821292,FB,2022/03/04 18:00:51
2016-01-22,96.43,98.07,95.49,97.94,30494987,166800,97.077564,FB,2022/03/04 18:00:51
2016-01-25,98.57,99.48,96.93,97.01,32482015,167772,98.251028,FB,2022/03/04 18:00:51
